21.423149809  42.845807323
21.423889673  42.830676381
21.414783339  42.824753641
21.421148287  42.812575162
21.423006860  42.804350159
21.411992498  42.804807032
21.404548094  42.793978790
21.411168458  42.790475658
21.405987061  42.781032683
21.408292307  42.770159807
21.399233241  42.763521057
21.388737293  42.755906035
21.392378234  42.743904368
21.420754002  42.743867505
21.440010278  42.748394551
21.449323226  42.750968991
21.452462175  42.741630875
21.465597396  42.734145714
21.479396264  42.745609927
21.503140332  42.733451586
21.519080362  42.726364618
21.540075229  42.721980075
21.541216690  42.725999779
21.559795731  42.736165338
21.569139900  42.726883748
21.585949536  42.726937843
21.591494119  42.720960299
21.585278133  42.701922291
21.595750791  42.702312390
21.608879074  42.694874336
21.621567519  42.696155385
21.629760979  42.699769677
21.637725711  42.696720353
21.641272071  42.681141053
21.661619090  42.664570820
21.670820606  42.673723606
21.672744609  42.684840221
21.684517662  42.690242694
21.703035195  42.689128143
21.709780806  42.687179730
21.720874098  42.693144548
21.739634326  42.692476814
21.748249913  42.701142345
21.757960533  42.683204533
21.769671457  42.676353727
21.769859772  42.665593503
21.776370184  42.661619393
21.787223942  42.653315843
21.778547737  42.644156380
21.770959147  42.632380047
21.760895458  42.635518393
21.752161664  42.626206572
21.757331584  42.616588448
21.751285907  42.606296225
21.742615093  42.609346538
21.732846472  42.596638182
21.746035345  42.579448688
21.746308985  42.563558050
21.734877259  42.548900130
21.723394630  42.546036154
21.710265189  42.548024243
21.693694980  42.537201577
21.699326170  42.524429108
21.710845103  42.515520662
21.706639477  42.509096217
21.692682649  42.515091623
21.688087912  42.506183963
21.696699450  42.501502551
21.667519667  42.491521293
21.673077163  42.485002783
21.661166658  42.484177813
21.659017388  42.477101581
21.623002899  42.451557452
21.633147880  42.440974312
21.634475566  42.434254107
21.637743831  42.419391042
21.647352767  42.412021711
21.636517145  42.401891259
21.638006824  42.396729747
21.626723049  42.388621553
21.621080398  42.375077841
21.607106002  42.374493532
21.592793147  42.383669283
21.573144902  42.375644792
21.579740357  42.365985647
21.569215059  42.362837325
21.555101754  42.368445506
21.548257545  42.361583296
21.538150834  42.372034284
21.531795335  42.365281848
21.533687530  42.355314087
21.526671983  42.343529313
21.522795642  42.323864019
21.535784291  42.319414675
21.538292161  42.305963929
21.561404414  42.312741103
21.566686068  42.308790680
21.562621716  42.296758675
21.581287760  42.283363495
21.584811718  42.271910651
21.587138011  42.261561407
