23.6768	39.9363	#	HT	PAIG
23.0213	38.6926	#	HA	ATAL
21.9785	38.2401	#	HA	LAKA
25.3652	43.6572	#	RO	ZIMR
25.8553	39.2114	#	HT	SIGR
23.19178	39.36598	#	HT	XOR
23.595	41.10866	#	HT	SRS
13.75373	37.74897	#	IV	ALJA
14.0568	37.6468	#	IV	RESU
22.5271	38.4112	#	HP	DSF
13.0873	43.0365	#	IV	FDMO
12.2386	43.6486	#	IV	PARC
12.11214	42.91263	#	IV	MGAB
5.571265	46.044516	#	FR	OG35
15.0325	37.2831	#	IV	HCRL
28.2467	46.4733	#	RO	LEOM
28.2081	45.485	#	RO	GIUM
14.1832	42.0468	#	IV	LPEL
15.127	41.7059	#	IV	MELA
25.52301	37.07274	#	HL	APE
28.1362	45.178	#	RO	CFR
27.3351	44.6102	#	RO	AMRR
14.4434	45.9348	#	SL	GBAS
26.9747	45.3801	#	RO	GRER
26.6489	46.5118	#	RO	TESR
14.9129	37.6863	#	IV	ECHR
10.31311	44.76374	#	IV	PRMA
26.2526	44.6777	#	RO	SULR
12.6587	43.0426	#	IV	ASSB
16.8158	39.48514	#	IV	PIPA
26.5132	40.6708	#	KO	ERIK
24.513666	40.99666	#	HT	KAVA
26.4742	40.398	#	KO	GELI
20.3299	39.5315	#	HT	IGT
23.9791	40.3325	#	HT	OUR
25.3886	45.9675	#	RO	DOPR
12.5005	46.0266	#	NI	POLC
13.1386	46.275	#	RF	GEPF
26.9768	44.9199	#	RO	PGOR
22.6634	38.0357	#	HA	THAL
12.58676	42.608486	#	IV	CESX
19.2608	42.4297	#	MN	PDG
20.65779	38.78893	#	HT	LKD2
21.0489	40.4147	#	HT	NEST
27.17817	36.60233	#	HT	NIS1
21.137	45.3828	#	RO	BANR
21.663	46.2653	#	RO	SIRR
25.8799	44.4489	#	RO	CIOR
12.924	46.245	#	NI	PALA
11.0721	45.6468	#	IV	ROVR
28.5876	43.8168	#	RO	MANR
14.431419	40.818999	#	IV	VCRE
26.5432	45.1187	#	RO	ISR
23.7698	45.446	#	RO	LOT
24.9804	44.5281	#	RO	HUMR
16.8341	50.0966	#	CZ	KRLC
22.898	41.162	#	HT	KNT
22.6922	44.6627	#	RO	RMGR
28.6323	44.075	#	RO	EFOR
9.51739	44.31625	#	IV	MSSA
10.1071	47.6799	#	GR	UBR
12.65907	41.769756	#	IV	MA9
27.0558	45.7633	#	RO	ODBI
13.750528	44.905935	#	CR	BRJN
21.3763	38.1962	#	HP	AXS
12.457	43.4807	#	IV	ATPC
12.70492	41.811928	#	IV	RMP
24.6332	45.3657	#	RO	ARR
23.2038	44.6609	#	RO	SRE
21.7089	37.5324	#	HP	AMT
14.872	37.3485	#	IV	HLNI
15.458	40.4861	#	IX	SRN3
25.173201	43.1227	#	BS	PVL
22.15042	38.04367	#	MN	KLV
27.409901	43.160198	#	BS	PRD
27.9303	44.6893	#	RO	HARR
14.429881	40.829959	#	IV	VBKN
24.3537	47.0855	#	RO	ARCR
11.673889	45.361667	#	IV	TEOL
17.1839	44.7488	#	MN	BLY
17.850423	40.589408	#	IV	MESG
19.892599	42.042599	#	AC	PUK
27.6687	45.5939	#	RO	TUDR
7.5681	45.6019	#	GU	CIRO
15.990414	39.890961	#	IV	MMN
6.6517	47.2484	#	FR	CHMF
27.5238	41.6308	#	KO	PHSR
23.7495	41.546902	#	BS	MMB
24.7388	41.694199	#	BS	RZN
12.5715	43.3666	#	IV	ATFO
23.5981	46.7133	#	RO	CJR
16.3459	39.8772	#	IV	SALB
14.08057	40.810901	#	IV	CBAC
21.71	37.952	#	HP	DRO
11.1724	45.3082	#	IV	OPPE
13.855177	40.711512	#	IV	IFOR
6.67805	44.34787	#	MT	SZC
8.77	45.867695	#	IV	VARE
21.1833	38.5986	#	HP	PDO
9.7622	45.2763	#	IV	CTL8
11.255134	43.774366	#	IV	FIR
